order_id,msa_id,procurement_type_id,order_code,order_ceiling_amount
11373,58,4,CO011373,6010.55
6178,136,4,CO006178,30655.08
8113,73,2,PO008113,39640.11
10585,193,2,PO010585,21672.48
9378,100,3,BPO009378,38247.32
11407,1,4,CO011407,17275.73
3414,114,1,SOW01461-5,2483.96
430,15,1,SOW00179-4,100478.02
5399,183,1,SOW02328,453384.3
6732,122,3,BPO006732,12812.06
1688,60,1,SOW00740-1,101011.16
607,19,1,SOW00255,357068.79
7988,39,2,PO007988,49648.39
5108,170,1,SOW02206,731.01
5025,168,1,SOW02164-1,176837.15
5712,194,1,SOW02458,303371.43
10254,196,3,BPO010254,30780.34
9990,128,3,BPO009990,42599.08
8892,76,4,CO008892,8958.12
6976,74,3,BPO006976,16035.29
3628,123,1,SOW01557,327535.42
4182,140,1,SOW01808,108319.04
7043,23,4,CO007043,42929.26
4349,146,1,SOW01884-3,102906.98
9303,186,2,PO009303,9432.79
6202,110,2,PO006202,27053.16
9170,32,2,PO009170,14340.06
9165,95,2,PO009165,34927.33
1103,37,1,SOW00481-1,344674.21
3535,118,1,SOW01515-4,106531.38
7868,53,4,CO007868,32200.85
5137,171,1,SOW02216-2,58758.21
2698,90,1,SOW01161,62811.24
7548,16,4,CO007548,18986.98
7422,68,4,CO007422,37802.1
7207,151,4,CO007207,47242.9
1674,59,1,SOW00732-4,416847.58
7907,98,2,PO007907,47367.65
5635,192,1,SOW02426,60698.37
6989,31,3,BPO006989,44922.6
9804,16,2,PO009804,6250.35
2708,90,1,SOW01165,39219.12
4138,138,1,SOW01787-1,727341.07
9133,160,4,CO009133,27321.95
5970,89,2,PO005970,13816.56
4118,137,1,SOW01775-4,140760.31
5199,172,1,SOW02240-3,168492.25
9084,82,2,PO009084,23652.52
2107,70,1,SOW00923,20808.48
191,7,1,SOW00085-1,138027.61
4748,159,1,SOW02050-1,138969.23
5882,31,2,PO005882,11082.11
11004,105,4,CO011004,22378.89
2795,92,1,SOW01200-2,135788.4
4973,166,1,SOW02144,79508.07
5674,192,1,SOW02439-2,57693.87
10125,46,4,CO010125,1826.05
6520,107,2,PO006520,1268.74
2159,72,1,SOW00947-1,215838.95
7665,175,2,PO007665,38907.61
2462,81,1,SOW01070-1,535771.19
2938,100,1,SOW01266-5,526688.21
9372,146,4,CO009372,17589.32
105,4,1,SOW00048,534133.47
11608,85,4,CO011608,48496.24
1491,53,1,SOW00654,13830.26
1422,50,1,SOW00620-4,288175.54
235,9,1,SOW00103,189942.27
4526,151,1,SOW01960,1039951.41
11337,137,2,PO011337,17957.1
360,12,1,SOW00154-2,111961.24
3114,105,1,SOW01341-2,56706.32
8887,64,4,CO008887,10095.88
3273,109,1,SOW01403,40471.72
4228,142,1,SOW01825-1,163413.01
5176,171,1,SOW02231-2,165575.85
6844,159,2,PO006844,27524.11
9299,75,2,PO009299,47123.97
189,7,1,SOW00084,144976.81
9338,51,2,PO009338,29039.18
4193,140,1,SOW01812,31709.83
5546,189,1,SOW02388,360150.86
2714,90,1,SOW01168,65749.53
367,13,1,SOW00156-1,96518.48
9444,192,4,CO009444,13503.36
1526,53,1,SOW00664,40554.31
10978,23,2,PO010978,1953.57
7511,109,4,CO007511,19980.34
6711,101,4,CO006711,21156.07
2865,97,1,SOW01233,535054.71
4998,167,1,SOW02152-5,59670.35
9901,9,2,PO009901,20674.08
1001,33,1,SOW00437,29472.22
3794,128,1,SOW01636-3,310210.14
9575,35,4,CO009575,30155.85
9836,39,3,BPO009836,26732.01
7458,135,2,PO007458,37198.2
1056,36,1,SOW00460-3,199129.88
6022,193,4,CO006022,35145.5
4042,135,1,SOW01742-1,69160.43
9497,47,2,PO009497,19322.37
9965,198,3,BPO009965,45899.81
4579,153,1,SOW01983,271063.73
10478,12,3,BPO010478,40575.85
6377,192,4,CO006377,35078.91
5415,184,1,SOW02333,41823.4
8570,16,4,CO008570,43819.51
6693,26,3,BPO006693,40292.68
8983,68,3,BPO008983,37608.34
1195,39,1,SOW00519-4,173329.8
1294,44,1,SOW00562,307966.17
1649,57,1,SOW00720-1,109736.1
5763,196,1,SOW02479-1,121172.53
9458,113,4,CO009458,6453.76
11069,121,2,PO011069,39079.79
5139,171,1,SOW02216-4,90397.24
11706,176,4,CO011706,49395.53
8638,30,3,BPO008638,17207.73
7957,197,2,PO007957,32241.29
4033,135,1,SOW01738-1,24952.5
2882,98,1,SOW01239-1,389751.75
7621,17,2,PO007621,48452.15
8907,187,2,PO008907,33598.89
5195,172,1,SOW02239,401203.48
9495,108,3,BPO009495,16349.81
1140,39,1,SOW00497,151626.87
1888,65,1,SOW00827-3,245730.46
7184,49,3,BPO007184,19023.19
11230,31,3,BPO011230,11499.33
7342,158,4,CO007342,27188.3
32,1,1,SOW00017,205323.58
6110,23,4,CO006110,13209.64
708,23,1,SOW00300-4,204150.57
5804,198,1,SOW02496,58106.73
6883,168,2,PO006883,26578.79
4068,136,1,SOW01755,97702.99
9302,199,3,BPO009302,30755.04
5173,171,1,SOW02230-1,153673.39
1586,55,1,SOW00691-1,188397.85
7923,6,4,CO007923,41287.92
250,9,1,SOW00109,271708.27
1197,39,1,SOW00520-1,265494.6
3125,105,1,SOW01344,78786.67
4657,156,1,SOW02015,121983.6
9374,5,2,PO009374,11828.73
3122,105,1,SOW01343-1,78652.56
5328,179,1,SOW02295-1,201867.55
1397,49,1,SOW00612,240872.46
3295,110,1,SOW01411-1,253933.3
8091,148,3,BPO008091,35067.31
7640,96,4,CO007640,7688.44
4090,136,1,SOW01764-1,196137.94
5185,172,1,SOW02236,200667.52
10384,45,2,PO010384,7534.2
5629,191,1,SOW02422,72741.94
10652,176,2,PO010652,16016.32
1032,34,1,SOW00450-1,242755.25
7509,86,4,CO007509,18019.71
9258,45,4,CO009258,27396.55
6301,60,4,CO006301,36451.16
11073,177,4,CO011073,5997.88
3314,111,1,SOW01419,432014.91
1012,34,1,SOW00441-2,217641.66
6063,141,3,BPO006063,17201.8
8954,7,4,CO008954,7395.04
7183,109,2,PO007183,31040.22
5441,184,1,SOW02343,55327.22
1312,46,1,SOW00573-1,166515.64
11046,179,2,PO011046,5699.21
5214,173,1,SOW02245-2,144802.12
4313,145,1,SOW01865-1,49655.9
5954,63,3,BPO005954,2208.12
9206,84,3,BPO009206,10513.71
9355,55,2,PO009355,15033.81
10771,148,2,PO010771,21210.26
8866,133,3,BPO008866,26736.74
7185,192,2,PO007185,10193.89
5046,168,1,SOW02174-2,97258.93
9052,7,2,PO009052,47294.5
3118,105,1,SOW01342-2,89551.55
8429,142,2,PO008429,12894.36
10977,161,3,BPO010977,3897.87
6130,178,2,PO006130,27027.26
5692,193,1,SOW02448,181833.1
11667,3,4,CO011667,12668.58
3436,115,1,SOW01469,503816.08
188,7,1,SOW00083-1,288127.94
844,29,1,SOW00365-1,330321.13
11335,41,2,PO011335,9586.56
5064,169,1,SOW02184-1,106884.68
6483,118,2,PO006483,25222.56
7234,94,3,BPO007234,38732.34
10258,75,4,CO010258,11459.63
8714,33,4,CO008714,9625.72
9962,43,4,CO009962,34691.23
10683,95,3,BPO010683,16765.37
2796,92,1,SOW01200-3,161901.55
2187,74,1,SOW00959,26387.09
4899,164,1,SOW02111,585223.95
5029,168,1,SOW02167,159168.86
8774,137,4,CO008774,4093.9
7873,100,2,PO007873,18903.3
11515,107,4,CO011515,9105.74
9443,32,3,BPO009443,2348.86
11025,136,2,PO011025,23448.17
1506,53,1,SOW00658-3,33716.08
8905,88,4,CO008905,34317.58
4575,152,1,SOW01979,49043.94
9319,176,3,BPO009319,26171.89
6429,128,2,PO006429,40333.96
2667,88,1,SOW01147-1,204268.55
10882,55,3,BPO010882,19278.77
7211,195,4,CO007211,7801.94
8200,145,3,BPO008200,3632.55
6984,7,4,CO006984,8763.31
5800,198,1,SOW02495-2,26376.92
6074,192,2,PO006074,36898.29
11195,110,4,CO011195,6474.25
3741,126,1,SOW01613-1,105730.59
11324,92,4,CO011324,26600.94
2563,85,1,SOW01108,80470.82
6292,46,3,BPO006292,48594.43
9057,105,2,PO009057,43213.48
9106,60,3,BPO009106,43395.88
4498,150,1,SOW01945-1,56971.03
7536,140,4,CO007536,13405.6
2954,101,1,SOW01275-1,29316.88
3337,112,1,SOW01429-1,69711.32
11283,88,4,CO011283,49306.19
5052,168,1,SOW02177,265918.84
9634,65,2,PO009634,36903.08
9061,57,4,CO009061,14350.11
5835,199,1,SOW02506,90784.7
5503,185,1,SOW02370-1,112661.35
721,24,1,SOW00306-1,112125.07
4365,147,1,SOW01891,120664.98
3613,123,1,SOW01551-2,114082.1
7103,105,4,CO007103,14288.62
8114,109,4,CO008114,41020.03
8575,112,3,BPO008575,6569.62
2518,82,1,SOW01089-1,114390.3
11396,69,3,BPO011396,21705.83
1555,54,1,SOW00676,327158.63
320,11,1,SOW00140-1,79030.55
1831,64,1,SOW00804,176552.53
2628,87,1,SOW01136-2,587911.92
515,17,1,SOW00214-1,82039.42
443,15,1,SOW00188,62952.99
1604,55,1,SOW00698-1,265663.51
2970,101,1,SOW01282,23298.91
2920,99,1,SOW01259-1,350815.46
5253,174,1,SOW02260-4,305091.46
2723,91,1,SOW01171-3,211698.3
11083,141,2,PO011083,33849.95
2044,69,1,SOW00894-3,24728.29
9678,54,4,CO009678,44010.91
722,24,1,SOW00307,157721.28
7744,24,4,CO007744,20600.23
7996,7,3,BPO007996,16269.09
2423,80,1,SOW01054,46032.5
714,24,1,SOW00302-4,157743.71
10302,139,4,CO010302,18863.84
2419,79,1,SOW01052-3,71961.84
1583,55,1,SOW00689-1,208451.18
10716,172,3,BPO010716,10160.36
11289,39,4,CO011289,42725.83
7284,187,3,BPO007284,30048.47
4219,141,1,SOW01823,106762.17
8414,98,4,CO008414,43947.66
1421,50,1,SOW00620-3,252153.59
833,28,1,SOW00360-1,338955.64
6026,57,4,CO006026,13252.61
6408,92,3,BPO006408,47957.58
427,15,1,SOW00179-1,62798.76
6252,34,4,CO006252,37258.08
11257,167,3,BPO011257,17530.6
6900,169,3,BPO006900,26858.35
3796,128,1,SOW01637-1,109439.55
6551,24,2,PO006551,24965.13
10906,195,2,PO010906,597.93
4983,167,1,SOW02148-1,52823.48
9262,79,4,CO009262,5083.9
9802,17,2,PO009802,39421.91
1287,44,1,SOW00560-4,342553.89
9318,68,4,CO009318,24702.8
10726,129,4,CO010726,6589.34
4971,166,1,SOW02143,143556.43
5764,196,1,SOW02480,52094.02
10394,51,2,PO010394,48820.02
2123,71,1,SOW00931-2,93461.01
1549,54,1,SOW00673,131093.39
9677,110,2,PO009677,41379.67
11189,104,4,CO011189,41946.02
8299,72,3,BPO008299,28085.44
4366,147,1,SOW01891-1,168078.28
1607,55,1,SOW00700,168315.63
455,16,1,SOW00191-1,82812.54
6000,179,3,BPO006000,36398.4
337,12,1,SOW00148-1,124889.55
7320,197,2,PO007320,27366.05
5870,14,4,CO005870,730.95
9501,173,4,CO009501,13885.6
752,26,1,SOW00323,78138.85
4686,157,1,SOW02028,171827.92
6244,65,3,BPO006244,18497.27
4363,147,1,SOW01889-1,130461.23
7242,191,3,BPO007242,4992.5
8219,83,4,CO008219,32146.05
10447,100,2,PO010447,28715.85
796,27,1,SOW00342-1,11630.29
1684,60,1,SOW00739,49909.1
11394,79,3,BPO011394,38689.03
1763,62,1,SOW00772-2,55299.34
1457,52,1,SOW00638,22975.43
8738,4,3,BPO008738,39391.91
9819,37,4,CO009819,26334.2
2828,95,1,SOW01216-1,96537.53
11593,13,4,CO011593,48954.99
3087,105,1,SOW01333,45682.7
907,30,1,SOW00394-1,47665.23
4251,143,1,SOW01836-1,73137.64
2958,101,1,SOW01277-1,8843.94
2706,90,1,SOW01164,33456.99
9828,198,4,CO009828,38785.58
4539,152,1,SOW01966-2,178867.61
1400,49,1,SOW00613-1,224908.88
6710,174,3,BPO006710,44455.75
5550,189,1,SOW02390,300332.61
5783,196,1,SOW02486,59958.18
9813,152,3,BPO009813,34184.03
4281,144,1,SOW01850-1,891128.79
4730,159,1,SOW02044-2,121977.41
475,16,1,SOW00198-3,43154.52
5079,169,1,SOW02189,120499.26
5101,170,1,SOW02202,39032.01
2816,94,1,SOW01210,187359.16
2686,90,1,SOW01154-3,32131.59
9164,175,4,CO009164,39724.06
4509,150,1,SOW01949-1,144103.48
4006,134,1,SOW01725-1,241583.36
975,33,1,SOW00424,32774.67
5684,192,1,SOW02443-1,75965.44
6917,76,3,BPO006917,28768.59
5225,173,1,SOW02247-2,146694.04
11448,116,4,CO011448,32528.61
4408,148,1,SOW01906,37741.87
9936,140,3,BPO009936,16502.24
4320,145,1,SOW01868-3,70176.02
6700,176,4,CO006700,36546.67
1721,62,1,SOW00753-4,107063.42
2862,97,1,SOW01231-1,554570.84
644,21,1,SOW00273-3,348402.85
7634,73,4,CO007634,5708.8
6618,27,2,PO006618,11588.71
6328,58,2,PO006328,11720.42
11572,3,3,BPO011572,21139.17
2192,74,1,SOW00960-1,109261.84
7846,140,4,CO007846,10446.14
10313,139,2,PO010313,2117.14
4212,141,1,SOW01820-1,271079.57
2911,99,1,SOW01255-1,26334.01
9982,192,2,PO009982,3768.93
8922,66,4,CO008922,16096.15
6501,142,4,CO006501,8551.53
6803,148,4,CO006803,46406.91
10374,132,2,PO010374,12167.46
626,19,1,SOW00265,99711.78
7607,190,4,CO007607,15007.69
9663,64,2,PO009663,13119.03
9406,132,2,PO009406,2417.15
1670,59,1,SOW00732,166739.03
783,27,1,SOW00339-1,14246.11
8789,150,2,PO008789,46278.15
9590,78,2,PO009590,15286.31
4071,136,1,SOW01757,162685.44
2541,84,1,SOW01097-1,1113965.84
9082,29,2,PO009082,37641.72
3329,112,1,SOW01425,146398.71
6184,44,3,BPO006184,48501.56
5732,195,1,SOW02465-4,107616.62
10473,44,4,CO010473,605.48
6126,20,4,CO006126,13120.88
7187,151,3,BPO007187,16758.35
7002,198,2,PO007002,11997.05
6784,71,3,BPO006784,19598.13
10290,30,2,PO010290,36825.02
11239,192,4,CO011239,29526.01
3940,132,1,SOW01695,84516.76
4134,137,1,SOW01784-1,79258.46
6416,10,3,BPO006416,8480.54
1851,64,1,SOW00811-2,126498.02
5915,171,2,PO005915,40171.86
1364,48,1,SOW00597-3,156584.98
5507,186,1,SOW02371-3,668021.68
6114,169,2,PO006114,12792.69
7528,26,2,PO007528,32161.62
7256,158,3,BPO007256,29881.95
2311,77,1,SOW01007,185776.45
9651,158,4,CO009651,36683.12
4962,165,1,SOW02139,6426.17
9234,158,3,BPO009234,9299.87
9499,24,4,CO009499,33565.2
10908,97,2,PO010908,39767.33
7854,179,2,PO007854,26613.73
9407,7,4,CO009407,39730.23
2452,81,1,SOW01067,192775.02
3730,126,1,SOW01609,55612.46
7434,95,4,CO007434,18454.85
10040,38,4,CO010040,12385.05
2782,92,1,SOW01194,186312.45
8298,28,3,BPO008298,23946.07
6068,141,3,BPO006068,5317.32
6007,83,2,PO006007,31871.98
9370,17,4,CO009370,36931.17
6533,101,4,CO006533,45874.94
10637,77,4,CO010637,40385.99
4840,162,1,SOW02086-2,150836.56
9775,104,2,PO009775,22069.25
1747,62,1,SOW00767,37881.22
8044,175,3,BPO008044,14431.73
3696,125,1,SOW01590,15389.03
2520,82,1,SOW01090-1,105050.39
8239,86,3,BPO008239,6287.61
11168,130,3,BPO011168,30565.38
6696,125,3,BPO006696,18532.32
6838,139,3,BPO006838,1615.85
9657,126,2,PO009657,2019.9
11508,14,4,CO011508,48877.66
723,24,1,SOW00307-1,187076.53
6834,161,3,BPO006834,43761.86
551,17,1,SOW00230,104213.42
2905,99,1,SOW01252,379766.59
449,16,1,SOW00190-1,40994.5
2076,70,1,SOW00908,16010.54
550,17,1,SOW00229-1,82283.27
10615,61,4,CO010615,7587.73
1432,51,1,SOW00623-4,152273.66
3460,116,1,SOW01477-5,259203.45
10142,12,4,CO010142,9778.16
10246,13,4,CO010246,18862.61
1983,68,1,SOW00870-4,22046.01
5574,190,1,SOW02399,87898.05
9553,8,4,CO009553,21111.35
6949,95,2,PO006949,14898.2
2585,85,1,SOW01119-5,91847.15
9080,43,4,CO009080,5532.0
11274,86,4,CO011274,19944.68
3464,116,1,SOW01480,286610.6
4067,136,1,SOW01754-3,154637.7
1524,53,1,SOW00663-3,47699.27
5771,196,1,SOW02482-3,112305.93
4705,158,1,SOW02036,309547.67
1479,52,1,SOW00648-1,13213.48
5981,192,2,PO005981,40554.34
30,1,1,SOW00016,220535.6
1897,66,1,SOW00831,473991.73
5667,192,1,SOW02436-1,239871.63
1907,66,1,SOW00838,205290.36
11040,14,3,BPO011040,30759.39
1345,47,1,SOW00588-3,239907.75
11544,64,2,PO011544,9540.66
9194,157,3,BPO009194,37921.4
9954,135,2,PO009954,26351.57
9957,28,2,PO009957,25405.08
5259,174,1,SOW02262-3,452226.85
7130,32,2,PO007130,10269.7
8642,24,3,BPO008642,9231.73
3072,104,1,SOW01325,176617.35
4802,161,1,SOW02073,32632.28
11231,167,2,PO011231,15274.02
2811,93,1,SOW01206-1,1200788.73
3311,111,1,SOW01418-3,930111.69
6845,29,4,CO006845,23813.45
11728,85,2,PO011728,19971.85
6930,127,2,PO006930,11757.24
3055,103,1,SOW01315,358981.94
6066,136,4,CO006066,14510.47
130,6,1,SOW00059-1,656775.31
5031,168,1,SOW02168-1,242095.78
5802,198,1,SOW02495-4,35169.22
8648,123,4,CO008648,17893.44
4486,149,1,SOW01940,80026.7
7216,1,3,BPO007216,14051.28
6406,124,2,PO006406,2878.42
5333,179,1,SOW02297,196819.69
6876,63,3,BPO006876,6920.95
11198,140,3,BPO011198,6143.99
6660,39,3,BPO006660,25358.42
8244,28,2,PO008244,32203.23
6006,49,2,PO006006,49315.98
6782,75,4,CO006782,5450.97
5903,189,3,BPO005903,37983.66
8661,107,4,CO008661,41957.2
7843,24,4,CO007843,32912.8
5480,185,1,SOW02357-3,201764.76
3989,133,1,SOW01716-1,75206.3
11206,69,2,PO011206,34091.11
8990,60,4,CO008990,19027.98
9868,22,4,CO009868,7194.04
8452,182,2,PO008452,35814.77
5267,175,1,SOW02265,473976.8
9261,37,4,CO009261,850.67
7366,192,4,CO007366,18774.98
3483,116,1,SOW01490-1,298518.97
7604,33,4,CO007604,8210.04
3854,129,1,SOW01662,312405.13
9777,123,3,BPO009777,25855.22
5982,50,3,BPO005982,49155.88
2556,85,1,SOW01104,101847.3
627,19,1,SOW00265-1,189117.58
3493,117,1,SOW01497,23807.07
3292,110,1,SOW01410,639260.21
9107,60,4,CO009107,12529.95
6452,120,3,BPO006452,32302.98
10770,55,2,PO010770,28979.55
6135,108,2,PO006135,16159.84
1762,62,1,SOW00772-1,46082.79
6749,158,3,BPO006749,39438.29
7217,90,2,PO007217,17401.9
8576,165,4,CO008576,47157.65
834,28,1,SOW00361,181310.63
10693,116,2,PO010693,23375.04
711,24,1,SOW00302-1,82815.45
659,22,1,SOW00280,329282.0
2576,85,1,SOW01116,101883.89
3270,109,1,SOW01402-2,79572.42
10752,76,2,PO010752,26301.38
4847,163,1,SOW02087-3,61389.48
4651,156,1,SOW02011-1,106178.01
10994,108,2,PO010994,24812.87
10010,190,4,CO010010,41148.31
6271,193,4,CO006271,19515.45
5648,192,1,SOW02429,245622.81
7893,52,2,PO007893,27960.12
6646,81,3,BPO006646,35571.36
638,21,1,SOW00272,167944.96
7783,142,2,PO007783,23531.68
8014,196,2,PO008014,12526.57
11520,169,4,CO011520,48314.07
11210,195,2,PO011210,46118.76
4792,161,1,SOW02069,35388.09
7277,41,3,BPO007277,5445.72
11504,149,4,CO011504,33079.4
6027,122,4,CO006027,6593.36
491,16,1,SOW00204-5,59190.49
575,18,1,SOW00242-2,65283.6
645,21,1,SOW00273-4,449552.07
7405,63,4,CO007405,30360.82
11666,122,2,PO011666,3003.63
237,9,1,SOW00104,87783.14
3821,128,1,SOW01650,151178.97
2132,72,1,SOW00934-2,404131.4
302,10,1,SOW00132,35086.16
111,4,1,SOW00050,385559.69
6248,93,4,CO006248,39051.01
9825,185,4,CO009825,46321.93
5600,191,1,SOW02410,71790.06
5172,171,1,SOW02230,140916.11
262,10,1,SOW00116,20658.53
3522,118,1,SOW01512,52345.28
10239,179,2,PO010239,23777.86
1067,36,1,SOW00465-1,338366.29
10469,132,4,CO010469,10358.54
10876,24,2,PO010876,40368.45
7340,111,2,PO007340,39785.42
7479,3,4,CO007479,21772.9
2016,69,1,SOW00883-1,36208.07
10411,146,2,PO010411,1368.07
11648,17,2,PO011648,34745.5
5384,182,1,SOW02318,214459.07
5364,182,1,SOW02310-3,238901.64
8289,47,2,PO008289,17333.49
6558,46,4,CO006558,28581.05
9622,16,2,PO009622,38144.4
9818,76,2,PO009818,40631.04
2814,94,1,SOW01208,167081.22
2158,72,1,SOW00947,164448.72
8408,114,4,CO008408,10670.74
8241,102,4,CO008241,33016.15
7601,71,4,CO007601,32544.3
7539,180,4,CO007539,37083.38
1229,41,1,SOW00535,403580.59
8461,192,3,BPO008461,37705.75
5948,145,2,PO005948,10114.3
2926,100,1,SOW01263-1,542419.02
9323,171,4,CO009323,18189.53
3053,103,1,SOW01314-4,250422.9
6942,84,4,CO006942,18882.29
11644,1,3,BPO011644,24922.42
275,10,1,SOW00120,21437.33
9763,48,3,BPO009763,1227.28
8900,11,3,BPO008900,14935.45
11099,94,4,CO011099,37554.11
7837,30,4,CO007837,27945.86
5879,84,3,BPO005879,28321.68
11679,191,2,PO011679,33173.54
10461,56,2,PO010461,14429.52
8052,156,4,CO008052,47985.16
477,16,1,SOW00198-5,61649.31
4820,162,1,SOW02081,149627.84
5096,170,1,SOW02199,56507.79
10750,108,4,CO010750,19221.41
7429,88,3,BPO007429,34615.11
6365,37,4,CO006365,48605.07
5340,180,1,SOW02298-5,253133.0
9051,157,3,BPO009051,41266.25
10181,170,3,BPO010181,11847.31
10881,132,4,CO010881,21354.4
7529,71,4,CO007529,18787.72
2598,86,1,SOW01125-3,77284.9
623,19,1,SOW00263-1,308628.82
724,25,1,SOW00308,672340.74
8340,167,3,BPO008340,15523.1
10329,160,2,PO010329,961.3
6871,193,4,CO006871,28618.41
3647,124,1,SOW01565-1,167433.06
7595,98,3,BPO007595,20315.26
10104,148,3,BPO010104,20315.1
7914,82,2,PO007914,6012.61
10156,34,2,PO010156,10886.1
3828,128,1,SOW01654,205596.96
3451,115,1,SOW01474-1,1948695.23
3933,132,1,SOW01691-2,40745.19
185,7,1,SOW00082-4,96719.34
1232,41,1,SOW00537,50899.66
2173,73,1,SOW00951,1862177.45
205,8,1,SOW00091-3,20353.06
9705,146,2,PO009705,49178.57
3894,131,1,SOW01675-1,159493.56
4568,152,1,SOW01977-1,131263.35
9426,136,4,CO009426,18089.01
3816,128,1,SOW01647,216906.66
11045,15,2,PO011045,8576.21
9142,157,4,CO009142,27900.27
8357,177,3,BPO008357,9903.32
6423,197,3,BPO006423,22650.27
8583,128,3,BPO008583,33087.31
7936,59,3,BPO007936,6688.7
8440,18,2,PO008440,13817.68
6449,75,3,BPO006449,8331.19
9208,159,2,PO009208,40968.17
6144,27,2,PO006144,9198.7
7885,19,4,CO007885,6161.83
1559,54,1,SOW00678-1,277643.57
2902,99,1,SOW01251-3,341940.89
4813,161,1,SOW02078,39310.68
11055,196,4,CO011055,27961.41
2739,91,1,SOW01176-1,291745.55
5840,199,1,SOW02508-1,329751.01
11007,149,2,PO011007,32136.04
9371,1,2,PO009371,35925.83
1962,68,1,SOW00862,61715.36
5326,179,1,SOW02294-1,263890.24
2350,77,1,SOW01023-4,31478.24
7799,2,4,CO007799,3122.06
2234,75,1,SOW00978,40932.54
5024,168,1,SOW02164,104323.67
10503,48,3,BPO010503,36990.07
6336,22,2,PO006336,30423.07
4062,136,1,SOW01753,138710.58
6419,60,2,PO006419,40470.06
2171,73,1,SOW00950-4,1706483.37
4063,136,1,SOW01753-1,250384.77
6666,136,4,CO006666,24934.0
4001,134,1,SOW01723,496251.42
11449,111,3,BPO011449,11292.48
4541,152,1,SOW01967-1,150083.48
5032,168,1,SOW02169,32999.35
4174,140,1,SOW01802,128722.69
338,12,1,SOW00148-2,149867.47
5707,194,1,SOW02455,776609.48
10459,177,2,PO010459,2750.87
4409,148,1,SOW01906-1,47177.34
9463,125,3,BPO009463,28765.39
8523,152,3,BPO008523,40182.85
2008,68,1,SOW00881,46718.35
11620,1,3,BPO011620,30976.51
1114,38,1,SOW00484-2,207095.96
3388,114,1,SOW01455-1,106710.55
5532,188,1,SOW02383-2,140027.45
11327,182,3,BPO011327,7181.3
3507,117,1,SOW01504,17086.4
3782,128,1,SOW01632,94892.06
7608,159,3,BPO007608,41250.91
2928,100,1,SOW01264-1,328755.74
9532,112,2,PO009532,49258.12
10098,128,2,PO010098,6065.22
3658,124,1,SOW01570,96916.47
7696,32,4,CO007696,37274.13
1801,63,1,SOW00788-1,261635.34
3675,125,1,SOW01580,4162.31
392,14,1,SOW00166-1,474553.61
6085,126,3,BPO006085,34555.21
5850,200,1,SOW02514,511958.51
3906,131,1,SOW01681,117124.38
728,25,1,SOW00311,294030.03
8500,196,2,PO008500,5112.89
5568,190,1,SOW02396-2,92483.44
3603,122,1,SOW01546,502853.18
3038,103,1,SOW01311,78183.13
9820,106,4,CO009820,27988.98
1608,55,1,SOW00701,70863.36
1234,41,1,SOW00537-2,82711.95
9791,14,3,BPO009791,8998.01
590,18,1,SOW00246-4,150909.99
4401,148,1,SOW01903-4,271710.76
860,29,1,SOW00375,111959.05
1906,66,1,SOW00837,404195.47
8030,155,4,CO008030,9710.21
5888,18,2,PO005888,20849.29
10952,74,2,PO010952,7889.94
6122,37,3,BPO006122,42876.22
3093,105,1,SOW01334,51403.43
10091,115,2,PO010091,45849.44
8071,141,3,BPO008071,11773.09
8458,104,4,CO008458,23597.7
3302,110,1,SOW01414,932837.54
2115,70,1,SOW00927-1,39806.53
4876,163,1,SOW02098-1,52349.21
9658,143,4,CO009658,19285.6
7581,113,2,PO007581,41790.78
10237,66,3,BPO010237,2134.8
10780,197,3,BPO010780,27113.06
2491,82,1,SOW01081-1,87273.46
11411,186,3,BPO011411,12105.56
8763,70,4,CO008763,10373.6
6974,105,4,CO006974,29445.39
9398,109,3,BPO009398,31333.87
1592,55,1,SOW00693-1,111372.29
423,15,1,SOW00177-1,205079.79
1202,40,1,SOW00523,97374.61
3400,114,1,SOW01458-4,36606.67
2684,90,1,SOW01154-1,18207.9
3173,107,1,SOW01363-1,132768.23
1772,62,1,SOW00776,111477.12
400,15,1,SOW00169,67741.06
3890,131,1,SOW01673-1,49644.15
6218,88,3,BPO006218,48833.71
3081,105,1,SOW01330,79109.69
4295,145,1,SOW01858-1,27509.56
11106,41,3,BPO011106,42502.46
3766,127,1,SOW01623-4,26389.8
9275,159,2,PO009275,25790.94
5801,198,1,SOW02495-3,30773.07
1208,40,1,SOW00524-1,643381.55
3022,103,1,SOW01306-1,246139.35
4127,137,1,SOW01780-1,100028.6
5266,175,1,SOW02264-4,663544.2
10964,141,2,PO010964,34487.62
10577,143,3,BPO010577,38479.08
13,1,1,SOW00008,208862.13
1708,61,1,SOW00748-1,621140.21
7981,197,2,PO007981,29515.68
5001,167,1,SOW02154,41974.62
6607,148,2,PO006607,45626.34
689,23,1,SOW00292-1,294759.09
2732,91,1,SOW01174-1,197142.25
9996,1,4,CO009996,49225.88
7760,22,3,BPO007760,49972.23
8771,5,4,CO008771,4275.28
11129,196,2,PO011129,7272.38
9548,43,3,BPO009548,45368.24
9341,30,2,PO009341,20192.07
6260,141,4,CO006260,13000.01
651,21,1,SOW00276-1,281338.2
9103,108,2,PO009103,28839.73
7762,40,4,CO007762,49637.53
11023,182,4,CO011023,24906.35
5899,115,3,BPO005899,25795.79
156,7,1,SOW00073,155097.92
1809,63,1,SOW00793-2,177137.31
2874,97,1,SOW01236-3,479797.74
